Mot,EchelonDB,Nature,Categorie,Classe,Niveau
louange,17,nom feminin,nom,CM1,4
lourd,17,adjectif qualificatif,adjectif,CM1,4
lugubre,17,adjectif qualificatif,adjectif,CM1,4
luire,17,verbe 3eme groupe,verbe,CM1,4
manque,17,nom masculin,nom,CM1,4
mauvais,17,adjectif qualificatif,adjectif,CM1,4
mécanique,17,adjectif qualificatif,adjectif,CM1,4
médaille,17,nom feminin,nom,CM1,4
médecin,17,nom masculin,nom,CM1,4
mener,17,verbe 1er groupe,verbe,CM1,4
métal,17,nom masculin,nom,CM1,4
meule,17,nom feminin,nom,CM1,4
militaire,17,adjectif qualificatif,adjectif,CM1,4
mille,17,adjectif numeral,determinant,CM1,4
mobile,17,adjectif qualificatif,adjectif,CM1,4
modestie,17,nom feminin,nom,CM1,4
moindre,17,adjectif qualificatif,adjectif,CM1,4
morale,17,nom feminin,nom,CM1,4
moyen,17,adjectif qualificatif,adjectif,CM1,4
muet,17,adjectif qualificatif,adjectif,CM1,4
multicolore,17,adjectif qualificatif,adjectif,CM1,4
nager,17,verbe 1er groupe,verbe,CM1,4
natal,17,adjectif qualificatif,adjectif,CM1,4
normal,17,adjectif qualificatif,adjectif,CM1,4
novembre,17,nom masculin,nom,CM1,4
numéro,17,nom masculin,nom,CM1,4
oeuvre,17,nom feminin,nom,CM1,4
oie,17,nom feminin,nom,CM1,4
ombre,17,nom feminin,nom,CM1,4
onze,17,adjectif numeral,determinant,CM1,4
osier,17,nom masculin,nom,CM1,4
pain,17,nom masculin,nom,CM1,4
palais,17,nom masculin,nom,CM1,4
pâle,17,adjectif qualificatif,adjectif,CM1,4
panorama,17,nom masculin,nom,CM1,4
parc,17,nom masculin,nom,CM1,4
parfois,17,adverbe,autres,CM1,4
parquet,17,nom masculin,nom,CM1,4
pas,17,nom masculin,nom,CM1,4
pâtre,17,nom masculin,nom,CM1,4
paysage,17,nom masculin,nom,CM1,4
pelage,17,nom masculin,nom,CM1,4
pelouse,17,nom feminin,nom,CM1,4
personnage,17,nom masculin,nom,CM1,4
peuplier,17,nom masculin,nom,CM1,4
piano,17,nom masculin,nom,CM1,4
pinson,17,nom masculin,nom,CM1,4
plaine,17,nom feminin,nom,CM1,4
plaire,17,verbe 3eme groupe,verbe,CM1,4
plateau,17,nom masculin,nom,CM1,4
pleurer,17,verbe 1er groupe,verbe,CM1,4
poignée,17,nom feminin,nom,CM1,4
pointu,17,adjectif qualificatif,adjectif,CM1,4
poli,17,adjectif qualificatif,adjectif,CM1,4
police,17,nom feminin,nom,CM1,4
pont,17,nom masculin,nom,CM1,4
portée,17,nom feminin,nom,CM1,4
poumon,17,nom masculin,nom,CM1,4
présent,17,adjectif qualificatif,adjectif,CM1,4
profondément,17,adverbe,autres,CM1,4
propreté,17,nom feminin,nom,CM1,4
propriété,17,nom feminin,nom,CM1,4
prudence,17,nom feminin,nom,CM1,4
punition,17,nom feminin,nom,CM1,4
purifier,17,verbe 1er groupe,verbe,CM1,4
ravin,17,nom masculin,nom,CM1,4
ravir,17,verbe 2eme groupe,verbe,CM1,4
rayon,17,nom masculin,nom,CM1,4
recherche,17,nom feminin,nom,CM1,4
recourir,17,verbe 3eme groupe,verbe,CM1,4
redire,17,verbe 3eme groupe,verbe,CM1,4
refrain,17,nom masculin,nom,CM1,4
régiment,17,nom masculin,nom,CM1,4
région,17,nom feminin,nom,CM1,4
réjouir,17,verbe 2eme groupe,verbe,CM1,4
remonter,17,verbe 1er groupe,verbe,CM1,4
remplir,17,verbe 2eme groupe,verbe,CM1,4
renouvellement,17,nom masculin,nom,CM1,4
répartir,17,verbe 2eme groupe,verbe,CM1,4
repentir,17,verbe 3eme groupe,verbe,CM1,4
repos,17,nom masculin,nom,CM1,4
respecter,17,verbe 1er groupe,verbe,CM1,4
respectueux,17,adjectif qualificatif,adjectif,CM1,4
rêve,17,nom masculin,nom,CM1,4
richesse,17,nom feminin,nom,CM1,4
riz,17,nom masculin,nom,CM1,4
rosier,17,nom masculin,nom,CM1,4
rouler,17,verbe 1er groupe,verbe,CM1,4
ruban,17,nom masculin,nom,CM1,4
ruine,17,nom masculin,nom,CM1,4
sacrifice,17,nom masculin,nom,CM1,4
sagesse,17,nom feminin,nom,CM1,4
sauter,17,verbe 1er groupe,verbe,CM1,4
savant,17,nom masculin,nom,CM1,4
savon,17,nom masculin,nom,CM1,4
secret,17,nom masculin,nom,CM1,4
seigneur,17,nom masculin,nom,CM1,4
semer,17,verbe 1er groupe,verbe,CM1,4
sentir,17,verbe 3eme groupe,verbe,CM1,4
servante,17,nom feminin,nom,CM1,4
service,17,nom masculin,nom,CM1,4
sinistre,17,adjectif qualificatif,adjectif,CM1,4
situation,17,nom feminin,nom,CM1,4
sobre,17,adjectif qualificatif,adjectif,CM1,4
soigneusement,17,adverbe,autres,CM1,4
solitude,17,nom feminin,nom,CM1,4
soulager,17,verbe 1er groupe,verbe,CM1,4
soulier,17,nom masculin,nom,CM1,4
soupir,17,nom masculin,nom,CM1,4
sourd,17,adjectif qualificatif,adjectif,CM1,4
souris,17,nom feminin,nom,CM1,4
souvent,17,adverbe,autres,CM1,4
souverain,17,nom masculin,nom,CM1,4
tailleur,17,nom masculin,nom,CM1,4
taire,17,verbe 3eme groupe,verbe,CM1,4
témoin,17,nom masculin,nom,CM1,4
tendre,17,adjectif qualificatif,adjectif,CM1,4
tendresse,17,nom feminin,nom,CM1,4
terreur,17,nom feminin,nom,CM1,4
terrible,17,adjectif qualificatif,adjectif,CM1,4
ton,17,nom masculin,nom,CM1,4
tonneau,17,nom masculin,nom,CM1,4
touffe,17,nom feminin,nom,CM1,4
tournée,17,nom feminin,nom,CM1,4
transformation,17,nom feminin,nom,CM1,4
trouver,17,verbe 1er groupe,verbe,CM1,4
unir,17,verbe 2eme groupe,verbe,CM1,4
valet,17,nom masculin,nom,CM1,4
vouloir,17,verbe 3eme groupe,verbe,CM1,4
veille,17,nom feminin,nom,CM1,4
ventre,17,nom masculin,nom,CM1,4
vertu,17,nom feminin,nom,CM1,4
violet,17,adjectif qualificatif,adjectif,CM1,4
visiter,17,verbe 1er groupe,verbe,CM1,4
vivant,17,adjectif qualificatif,adjectif,CM1,4
vouloir,17,verbe 3eme groupe,verbe,CM1,4
acheteur,18,nom masculin,nom,CM1,4
agile,18,adjectif qualificatif,adjectif,CM1,4
aimable,18,adjectif qualificatif,adjectif,CM1,4
aise,18,nom feminin,nom,CM1,4
amicalement,18,adverbe,autres,CM1,4
angle,18,nom masculin,nom,CM1,4
apprendre,18,verbe 3eme groupe,verbe,CM1,4
arbitre,18,nom masculin,nom,CM1,4
arbuste,18,nom masculin,nom,CM1,4
architecte,18,nom masculin,nom,CM1,4
ardent,18,adjectif qualificatif,adjectif,CM1,4
argent,18,nom masculin,nom,CM1,4
arracher,18,verbe 1er groupe,verbe,CM1,4
attaque,18,nom feminin,nom,CM1,4
auberge,18,nom feminin,nom,CM1,4
automobile,18,nom feminin,nom,CM1,4
autrefois,18,adverbe,autres,CM1,4
autrement,18,adverbe,autres,CM1,4
avantage,18,nom masculin,nom,CM1,4
aventure,18,nom feminin,nom,CM1,4
bagage,18,nom masculin,nom,CM1,4
battre,18,verbe 3eme groupe,verbe,CM1,4
beaucoup,18,adverbe,autres,CM1,4
besoin,18,nom masculin,nom,CM1,4
bienfait,18,nom masculin,nom,CM1,4
bienfaiteur,18,nom masculin,nom,CM1,4
bloc,18,nom masculin,nom,CM1,4
bonsoir,18,nom masculin,nom,CM1,4
bosquet,18,nom masculin,nom,CM1,4
boucher,18,verbe 1er groupe,verbe,CM1,4
broyer,18,verbe 1er groupe,verbe,CM1,4
brusquement,18,adverbe,autres,CM1,4
cadet,18,adjectif qualificatif,adjectif,CM1,4
nous,18,pronom,pronom,CM1,4
vous,18,pronom,pronom,CM1,4
cent,18,adjectif numeral,determinant,CM1,4
cerisier,18,nom masculin,nom,CM1,4
ils,18,pronom,pronom,CM1,4
chapitre,18,nom masculin,nom,CM1,4
charbonnage,18,nom masculin,nom,CM1,4
chauffeur,18,nom masculin,nom,CM1,4
chaussée,18,nom feminin,nom,CM1,4
chaussure,18,nom feminin,nom,CM1,4
cigarette,18,nom feminin,nom,CM1,4
cinéma,18,nom masculin,nom,CM1,4
cinquante,18,adjectif numeral,determinant,CM1,4
circulation,18,nom feminin,nom,CM1,4
classique,18,adjectif qualificatif,adjectif,CM1,4
complet,18,adjectif qualificatif,adjectif,CM1,4
congé,18,nom masculin,nom,CM1,4
considérable,18,adjectif qualificatif,adjectif,CM1,4
consoler,18,verbe 1er groupe,verbe,CM1,4
constater,18,verbe 1er groupe,verbe,CM1,4
content,18,adjectif qualificatif,adjectif,CM1,4
contraire,18,adjectif qualificatif,adjectif,CM1,4
contrée,18,nom feminin,nom,CM1,4
conviction,18,nom feminin,nom,CM1,4
côte,18,nom feminin,nom,CM1,4
coup,18,nom masculin,nom,CM1,4
couteau,18,nom masculin,nom,CM1,4
couvercle,18,nom masculin,nom,CM1,4
crainte,18,nom feminin,nom,CM1,4
craquement,18,nom masculin,nom,CM1,4
créateur,18,nom masculin,nom,CM1,4
cuisinière,18,nom feminin,nom,CM1,4
cultiver,18,verbe 1er groupe,verbe,CM1,4
curieux,18,adjectif qualificatif,adjectif,CM1,4
danse,18,nom feminin,nom,CM1,4
déborder,18,verbe 1er groupe,verbe,CM1,4
défenseur,18,nom masculin,nom,CM1,4
délicat,18,adjectif qualificatif,adjectif,CM1,4
délivrer,18,verbe 1er groupe,verbe,CM1,4
dentelle,18,nom feminin,nom,CM1,4
dénudé,18,adjectif qualificatif,adjectif,CM1,4
désolation,18,nom feminin,nom,CM1,4
destinée,18,nom feminin,nom,CM1,4
détour,18,nom masculin,nom,CM1,4
diriger,18,verbe 1er groupe,verbe,CM1,4
disposition,18,nom feminin,nom,CM1,4
distraction,18,nom feminin,nom,CM1,4
distrait,18,adjectif qualificatif,adjectif,CM1,4
douceur,18,nom feminin,nom,CM1,4
douter,18,verbe 1er groupe,verbe,CM1,4
éblouir,18,verbe 2eme groupe,verbe,CM1,4
éclater,18,verbe 1er groupe,verbe,CM1,4
économie,18,nom feminin,nom,CM1,4
élégant,18,adjectif qualificatif,adjectif,CM1,4
endroit,18,nom masculin,nom,CM1,4
environ,18,adverbe,autres,CM1,4
épanouir,18,verbe 2eme groupe,verbe,CM1,4
état,18,nom masculin,nom,CM1,4
être,18,nom masculin,nom,CM1,4
étroit,18,adjectif qualificatif,adjectif,CM1,4
exposition,18,nom feminin,nom,CM1,4
exprimer,18,verbe 1er groupe,verbe,CM1,4
facile,18,adjectif qualificatif,adjectif,CM1,4
faible,18,adjectif qualificatif,adjectif,CM1,4
mâcher,18,verbe 1er groupe,verbe,CM1,4
femelle,18,nom feminin,nom,CM1,4
finalement,18,adverbe,autres,CM1,4
forger,18,verbe 1er groupe,verbe,CM1,4
former,18,verbe 1er groupe,verbe,CM1,4
friandise,18,nom feminin,nom,CM1,4
fuir,18,verbe 3eme groupe,verbe,CM1,4
galerie,18,nom feminin,nom,CM1,4
garder,18,verbe 1er groupe,verbe,CM1,4
gazon,18,nom masculin,nom,CM1,4
généralement,18,adverbe,autres,CM1,4
généreux,18,adjectif qualificatif,adjectif,CM1,4
grange,18,nom feminin,nom,CM1,4
graver,18,verbe 1er groupe,verbe,CM1,4
gravir,18,verbe 2eme groupe,verbe,CM1,4
gronder,18,verbe 1er groupe,verbe,CM1,4
hache,18,nom feminin,nom,CM1,4
heureux,18,adjectif qualificatif,adjectif,CM1,4
histoire,18,nom feminin,nom,CM1,4
honte,18,nom feminin,nom,CM1,4
indication,18,nom feminin,nom,CM1,4
infini,18,adjectif qualificatif,adjectif,CM1,4
instructif,18,adjectif qualificatif,adjectif,CM1,4
irriter,18,verbe 1er groupe,verbe,CM1,4
jambon,18,nom masculin,nom,CM1,4
jaunir,18,verbe 2eme groupe,verbe,CM1,4
jeu,18,nom masculin,nom,CM1,4
justice,18,nom feminin,nom,CM1,4
lin,18,nom masculin,nom,CM1,4
maigre,18,adjectif qualificatif,adjectif,CM1,4
maintenir,18,verbe 3eme groupe,verbe,CM1,4
malheureux,18,adjectif qualificatif,adjectif,CM1,4
mare,18,nom feminin,nom,CM1,4
maternel,18,adjectif qualificatif,adjectif,CM1,4
mélanger,18,verbe 1er groupe,verbe,CM1,4
mètre,18,nom masculin,nom,CM1,4
mettre,18,verbe 3eme groupe,verbe,CM1,4
moisson,18,nom feminin,nom,CM1,4
montrer,18,verbe 1er groupe,verbe,CM1,4
monument,18,nom masculin,nom,CM1,4
neiger,18,verbe 1er groupe,verbe,CM1,4
noisette,18,nom feminin,nom,CM1,4
nouvelle,18,nom feminin,nom,CM1,4
noyer,18,verbe 1er groupe,verbe,CM1,4
obéir,18,verbe 2eme groupe,verbe,CM1,4
ordinaire,18,adjectif qualificatif,adjectif,CM1,4
paix,18,nom feminin,nom,CM1,4
papillon,18,nom masculin,nom,CM1,4
parapluie,18,nom masculin,nom,CM1,4
partager,18,verbe 1er groupe,verbe,CM1,4
particulièrement,18,adverbe,autres,CM1,4
peintre,18,nom masculin,nom,CM1,4
peinture,18,nom feminin,nom,CM1,4
planter,18,verbe 1er groupe,verbe,CM1,4
position,18,nom feminin,nom,CM1,4
pourpre,18,adjectif qualificatif,adjectif,CM1,4
poursuivre,18,verbe 3eme groupe,verbe,CM1,4
pourtant,18,adverbe,autres,CM1,4
balle,18,nom feminin,nom,CM1,4
présenter,18,verbe 1er groupe,verbe,CM1,4
prétendre,18,verbe 3eme groupe,verbe,CM1,4
prier,18,verbe 1er groupe,verbe,CM1,4
princesse,18,nom feminin,nom,CM1,4
principe,18,nom masculin,nom,CM1,4
probablement,18,adverbe,autres,CM1,4
joie,18,nom feminin,nom,CM1,4
protection,18,nom feminin,nom,CM1,4
puissance,18,nom feminin,nom,CM1,4
puissant,18,adjectif qualificatif,adjectif,CM1,4
qualité,18,nom feminin,nom,CM1,4
quand,18,conjonction,autres,CM1,4
ramener,18,verbe 1er groupe,verbe,CM1,4
rapidité,18,nom feminin,nom,CM1,4
ravage,18,nom masculin,nom,CM1,4
rechercher,18,verbe 1er groupe,verbe,CM1,4
redoubler,18,verbe 1er groupe,verbe,CM1,4
redouter,18,verbe 1er groupe,verbe,CM1,4
regagner,18,verbe 1er groupe,verbe,CM1,4
relation,18,nom feminin,nom,CM1,4
renoncule,18,nom feminin,nom,CM1,4
rentrée,18,nom feminin,nom,CM1,4
réparer,18,verbe 1er groupe,verbe,CM1,4
replier,18,verbe 1er groupe,verbe,CM1,4
rester,18,verbe 1er groupe,verbe,CM1,4
retentir,18,verbe 2eme groupe,verbe,CM1,4
riant,18,adjectif qualificatif,adjectif,CM1,4
rideau,18,nom masculin,nom,CM1,4
roulotte,18,nom feminin,nom,CM1,4
royaume,18,nom masculin,nom,CM1,4
ruiner,18,verbe 1er groupe,verbe,CM1,4
sacrement,18,nom masculin,nom,CM1,4
sacrifier,18,verbe 1er groupe,verbe,CM1,4
salir,18,verbe 2eme groupe,verbe,CM1,4
saluer,18,verbe 1er groupe,verbe,CM1,4
sans,18,preposition,autres,CM1,4
santé,18,nom feminin,nom,CM1,4
satisfaction,18,nom feminin,nom,CM1,4
satisfait,18,adjectif qualificatif,adjectif,CM1,4
seau,18,nom masculin,nom,CM1,4
secouer,18,verbe 1er groupe,verbe,CM1,4
s'envoler,18,verbe 1er groupe,verbe,CM1,4
signal,18,nom masculin,nom,CM1,4
simplement,18,adverbe,autres,CM1,4
six,18,adjectif numeral,determinant,CM1,4
soigner,18,verbe 1er groupe,verbe,CM1,4
soin,18,nom masculin,nom,CM1,4
soudain,18,adverbe,autres,CM1,4
soulever,18,verbe 1er groupe,verbe,CM1,4
soupirer,18,verbe 1er groupe,verbe,CM1,4
souple,18,adjectif qualificatif,adjectif,CM1,4
source,18,nom feminin,nom,CM1,4
station,18,nom feminin,nom,CM1,4
subir,18,verbe 2eme groupe,verbe,CM1,4
subitement,18,adverbe,autres,CM1,4
tas,18,nom masculin,nom,CM1,4
tempête,18,nom feminin,nom,CM1,4
temps,18,nom masculin,nom,CM1,4
tentation,18,nom feminin,nom,CM1,4
terrain,18,nom masculin,nom,CM1,4
tirer,18,verbe 1er groupe,verbe,CM1,4
trente,18,adjectif numeral,determinant,CM1,4
tricot,18,nom masculin,nom,CM1,4
tristesse,18,nom feminin,nom,CM1,4
trop,18,adverbe,autres,CM1,4
troupeau,18,nom masculin,nom,CM1,4
urgent,18,adjectif qualificatif,adjectif,CM1,4
vallée,18,nom feminin,nom,CM1,4
veau,18,nom masculin,nom,CM1,4
vider,18,verbe 1er groupe,verbe,CM1,4
vigoureux,18,adjectif qualificatif,adjectif,CM1,4
vol,18,nom masculin,nom,CM1,4
volet,18,nom masculin,nom,CM1,4
elles,18,pronom,pronom,CM1,4
zèbre,18,nom masculin,nom,CM1,4
abriter,19,verbe 1er groupe,verbe,CM1,4
abuser,19,verbe 1er groupe,verbe,CM1,4
actuellement,19,adverbe,autres,CM1,4
admiration,19,nom feminin,nom,CM1,4
adresse,19,nom feminin,nom,CM1,4
agitation,19,nom feminin,nom,CM1,4
amusant,19,adjectif qualificatif,adjectif,CM1,4
animation,19,nom feminin,nom,CM1,4
girafe,19,nom feminin,nom,CM1,4
arrivée,19,nom feminin,nom,CM1,4
aspirer,19,verbe 1er groupe,verbe,CM1,4
atelier,19,nom masculin,nom,CM1,4
attendre,19,verbe 3eme groupe,verbe,CM1,4
attirer,19,verbe 1er groupe,verbe,CM1,4
attribuer,19,verbe 1er groupe,verbe,CM1,4
avance,19,nom feminin,nom,CM1,4
avoine,19,nom masculin,nom,CM1,4
ballon,19,nom masculin,nom,CM1,4
banane,19,nom feminin,nom,CM1,4
bandit,19,nom masculin,nom,CM1,4
bâton,19,nom masculin,nom,CM1,4
beauté,19,nom feminin,nom,CM1,4
bénir,19,verbe 2eme groupe,verbe,CM1,4
berceau,19,nom masculin,nom,CM1,4
bleuet,19,nom masculin,nom,CM1,4
bluet,19,nom masculin,nom,CM1,4
bonnet,19,nom masculin,nom,CM1,4
bouder,19,verbe 1er groupe,verbe,CM1,4
bout,19,nom masculin,nom,CM1,4
brin,19,nom masculin,nom,CM1,4
buisson,19,nom masculin,nom,CM1,4
but,19,nom masculin,nom,CM1,4
lion,19,nom masculin,nom,CM1,4
camarade,19,nom commun,nom,CM1,4
tigre,19,nom masculin,nom,CM1,4
casquette,19,nom feminin,nom,CM1,4
causer,19,verbe 1er groupe,verbe,CM1,4
centaine,19,nom feminin,nom,CM1,4
centre,19,nom masculin,nom,CM1,4
cerise,19,nom feminin,nom,CM1,4
chance,19,nom feminin,nom,CM1,4
changer,19,verbe 1er groupe,verbe,CM1,4
charmant,19,adjectif qualificatif,adjectif,CM1,4
château,19,nom masculin,nom,CM1,4
chéri,19,adjectif qualificatif,adjectif,CM1,4
choc,19,nom masculin,nom,CM1,4
clair,19,adjectif qualificatif,adjectif,CM1,4
clé,19,nom feminin,nom,CM1,4
clef,19,nom feminin,nom,CM1,4
clément,19,adjectif qualificatif,adjectif,CM1,4
coiffure,19,nom feminin,nom,CM1,4
combat,19,nom masculin,nom,CM1,4
commerce,19,nom masculin,nom,CM1,4
gazelle,19,nom feminin,nom,CM1,4
conclure,19,verbe 3eme groupe,verbe,CM1,4
conformément,19,adverbe,autres,CM1,4
conseil,19,nom masculin,nom,CM1,4
construire,19,verbe 3eme groupe,verbe,CM1,4
contrarier,19,verbe 1er groupe,verbe,CM1,4
coquet,19,adjectif qualificatif,adjectif,CM1,4
couloir,19,nom masculin,nom,CM1,4
courber,19,verbe 1er groupe,verbe,CM1,4
couvert,19,nom masculin,nom,CM1,4
crayon,19,nom masculin,nom,CM1,4
culotte,19,nom feminin,nom,CM1,4
décider,19,verbe 1er groupe,verbe,CM1,4
défaut,19,nom masculin,nom,CM1,4
défendre,19,verbe 3eme groupe,verbe,CM1,4
degré,19,nom masculin,nom,CM1,4
demeure,19,nom feminin,nom,CM1,4
démolir,19,verbe 2eme groupe,verbe,CM1,4
déplacer,19,verbe 1er groupe,verbe,CM1,4
dérober,19,verbe 1er groupe,verbe,CM1,4
désobéir,19,verbe 2eme groupe,verbe,CM1,4
détail,19,nom masculin,nom,CM1,4
deviner,19,verbe 1er groupe,verbe,CM1,4
disposer,19,verbe 1er groupe,verbe,CM1,4
distinction,19,nom feminin,nom,CM1,4
distraire,19,verbe 3eme groupe,verbe,CM1,4
distribuer,19,verbe 1er groupe,verbe,CM1,4
docile,19,adjectif qualificatif,adjectif,CM1,4
doigt,19,nom masculin,nom,CM1,4
dominer,19,verbe 1er groupe,verbe,CM1,4
donner,19,verbe 1er groupe,verbe,CM1,4
doucement,19,adverbe,autres,CM1,4
dizaine,19,nom feminin,nom,CM1,4
drôle,19,adjectif qualificatif,adjectif,CM1,4
durer,19,verbe 1er groupe,verbe,CM1,4
écrit,19,adjectif qualificatif,adjectif,CM1,4
éducation,19,nom feminin,nom,CM1,4
empereur,19,nom masculin,nom,CM1,4
emplir,19,verbe 2eme groupe,verbe,CM1,4
enrichir,19,verbe 2eme groupe,verbe,CM1,4
enseigner,19,verbe 1er groupe,verbe,CM1,4
épée,19,nom feminin,nom,CM1,4
équilibre,19,nom masculin,nom,CM1,4
équipe,19,nom feminin,nom,CM1,4
étendre,19,verbe 3eme groupe,verbe,CM1,4
éternité,19,nom feminin,nom,CM1,4
expirer,19,verbe 1er groupe,verbe,CM1,4
facilement,19,adverbe,autres,CM1,4
façon,19,nom feminin,nom,CM1,4
farce,19,nom feminin,nom,CM1,4
fermer,19,verbe 1er groupe,verbe,CM1,4
feuillage,19,nom masculin,nom,CM1,4
février,19,nom masculin,nom,CM1,4
fier,19,verbe 1er groupe,verbe,CM1,4
filet,19,nom masculin,nom,CM1,4
flacon,19,nom masculin,nom,CM1,4
flaque,19,nom feminin,nom,CM1,4
hérisson,19,nom feminin,nom,CM1,4
fossé,19,nom masculin,nom,CM1,4
fouet,19,nom masculin,nom,CM1,4
fragile,19,adjectif qualificatif,adjectif,CM1,4
franchement,19,adverbe,autres,CM1,4
franchise,19,nom feminin,nom,CM1,4
fruitier,19,adjectif qualificatif,adjectif,CM1,4
gaz,19,nom masculin,nom,CM1,4
gendarme,19,nom masculin,nom,CM1,4
gens,19,nom masculin,nom,CM1,4
glissant,19,adjectif qualificatif,adjectif,CM1,4
griffer,19,verbe 1er groupe,verbe,CM1,4
grotte,19,nom feminin,nom,CM1,4
hâte,19,nom feminin,nom,CM1,4
humain,19,adjectif qualificatif,adjectif,CM1,4
humeur,19,nom feminin,nom,CM1,4
humide,19,adjectif qualificatif,adjectif,CM1,4
important,19,adjectif qualificatif,adjectif,CM1,4
instant,19,nom masculin,nom,CM1,4
instruire,19,verbe 3eme groupe,verbe,CM1,4
intérieur,19,adjectif qualificatif,adjectif,CM1,4
introduire,19,verbe 3eme groupe,verbe,CM1,4
ivresse,19,nom feminin,nom,CM1,4
jeter,19,verbe 1er groupe,verbe,CM1,4
juger,19,verbe 1er groupe,verbe,CM1,4
labourer,19,verbe 1er groupe,verbe,CM1,4
lamentable,19,adjectif qualificatif,adjectif,CM1,4
lent,19,adjectif qualificatif,adjectif,CM1,4
lentement,19,adverbe,autres,CM1,4
libérer,19,verbe 1er groupe,verbe,CM1,4
lien,19,nom masculin,nom,CM1,4
ville,19,nom feminin,nom,CM1,4
loger,19,verbe 1er groupe,verbe,CM1,4
loisir,19,nom masculin,nom,CM1,4
luisant,19,adjectif qualificatif,adjectif,CM1,4
lutin,19,nom masculin,nom,CM1,4
magasin,19,nom masculin,nom,CM1,4
malgré,19,preposition,autres,CM1,4
manche,19,nom feminin,nom,CM1,4
manteau,19,nom masculin,nom,CM1,4
manuel,19,adjectif qualificatif,adjectif,CM1,4
marin,19,nom masculin,nom,CM1,4
chatte,19,nom feminin,nom,CM1,4
mendiant,19,nom masculin,nom,CM1,4
milieu,19,nom masculin,nom,CM1,4
mission,19,nom feminin,nom,CM1,4
chat,19,nom masculin,nom,CM1,4
mou,19,adjectif qualificatif,adjectif,CM1,4
mourir,19,verbe 3eme groupe,verbe,CM1,4
nombreux,19,adjectif qualificatif,adjectif,CM1,4
nourriture,19,nom feminin,nom,CM1,4
office,19,nom masculin,nom,CM1,4
offrir,19,verbe 3eme groupe,verbe,CM1,4
onduler,19,verbe 1er groupe,verbe,CM1,4
par,19,preposition,autres,CM1,4
parure,19,nom feminin,nom,CM1,4
passage,19,nom masculin,nom,CM1,4
pêche,19,nom feminin,nom,CM1,4
peupler,19,verbe 1er groupe,verbe,CM1,4
pic,19,nom masculin,nom,CM1,4
pigeon,19,nom masculin,nom,CM1,4
piquer,19,verbe 1er groupe,verbe,CM1,4
poirier,19,nom masculin,nom,CM1,4
pommier,19,nom masculin,nom,CM1,4
porte-plume,19,nom masculin,nom,CM1,4
poser,19,verbe 1er groupe,verbe,CM1,4
pousser,19,verbe 1er groupe,verbe,CM1,4
poussin,19,nom masculin,nom,CM1,4
préparer,19,verbe 1er groupe,verbe,CM1,4
président,19,nom masculin,nom,CM1,4
infirmier,19,nom masculin,nom,CM1,4
principalement,19,adverbe,autres,CM1,4
printemps,19,nom masculin,nom,CM1,4
prisonnier,19,nom masculin,nom,CM1,4
privation,19,nom feminin,nom,CM1,4
profit,19,nom masculin,nom,CM1,4
propriétaire,19,nom masculin,nom,CM1,4
quart,19,nom masculin,nom,CM1,4
question,19,nom feminin,nom,CM1,4
raconter,19,verbe 1er groupe,verbe,CM1,4
ralentir,19,verbe 2eme groupe,verbe,CM1,4
raser,19,verbe 1er groupe,verbe,CM1,4
recevoir,19,verbe 3eme groupe,verbe,CM1,4
reconduire,19,verbe 3eme groupe,verbe,CM1,4
recouvrir,19,verbe 3eme groupe,verbe,CM1,4
réellement,19,adverbe,autres,CM1,4
règle,19,nom feminin,nom,CM1,4
régulier,19,adjectif qualificatif,adjectif,CM1,4
rejoindre,19,verbe 3eme groupe,verbe,CM1,4
religieux,19,adjectif qualificatif,adjectif,CM1,4
remercier,19,verbe 1er groupe,verbe,CM1,4
rouge-gorge,19,nom feminin,nom,CM1,4
retourner,19,verbe 1er groupe,verbe,CM1,4
reverdir,19,verbe 2eme groupe,verbe,CM1,4
rider,19,verbe 1er groupe,verbe,CM1,4
rond,19,adjectif qualificatif,adjectif,CM1,4
rouleau,19,nom masculin,nom,CM1,4
royal,19,adjectif qualificatif,adjectif,CM1,4
ruisseau,19,nom masculin,nom,CM1,4
salaire,19,nom masculin,nom,CM1,4
satisfaire,19,verbe 3eme groupe,verbe,CM1,4
saule,19,nom masculin,nom,CM1,4
savourer,19,verbe 1er groupe,verbe,CM1,4
scolaire,19,adjectif qualificatif,adjectif,CM1,4
sentier,19,nom masculin,nom,CM1,4
sept,19,adjectif numeral,determinant,CM1,4
souffrir,19,verbe 3eme groupe,verbe,CM1,4
souriant,19,adjectif qualificatif,adjectif,CM1,4
sublime,19,adjectif qualificatif,adjectif,CM1,4
surgir,19,verbe 2eme groupe,verbe,CM1,4
surveiller,19,verbe 1er groupe,verbe,CM1,4
suspendre,19,verbe 3eme groupe,verbe,CM1,4
tâche,19,nom feminin,nom,CM1,4
tarder,19,verbe 1er groupe,verbe,CM1,4
température,19,nom feminin,nom,CM1,4
terminer,19,verbe 1er groupe,verbe,CM1,4
terrestre,19,adjectif qualificatif,adjectif,CM1,4
toilette,19,nom feminin,nom,CM1,4
traitement,19,nom masculin,nom,CM1,4
tranquille,19,adjectif qualificatif,adjectif,CM1,4
transport,19,nom masculin,nom,CM1,4
végétal,19,adjectif qualificatif,adjectif,CM1,4
vénérer,19,verbe 1er groupe,verbe,CM1,4
vérifier,19,verbe 1er groupe,verbe,CM1,4
verre,19,nom masculin,nom,CM1,4
